disp,km,name,price,time,trans,url
<span>1.4T</span>,<span>5.67万公里</span>,大众 朗逸 2017款 230TSI DSG舒适版,9.50,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174117a1371fd11f290aa4c7a7c4f7cb6432ef.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/suqian/c81d7fdbbb733f7bx.htm#fr_page=list&fr_pos=city&fr_no=30
<span>1.8L</span>,<span>7.82万公里</span>,标致408 2014款 1.8L 手动领先版,6.20,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741149f4f0e24a3ea0492f1bd17f63df2867b.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/nantong/03de3f1324da0551x.htm#fr_page=list&fr_pos=city&fr_no=33
<span>1.6T</span>,<span>2.29万公里</span>,奔驰GLA级 2018款 GLA 200 动感型,19.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174118d812c29343aadb238abb72e985d9b93c.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/nj/ce52768201c64f21x.htm#fr_page=list&fr_pos=city&fr_no=32
<span>1.6L</span>,<span>2.73万公里</span>,日产 轩逸 2018款 1.6XE CVT舒适版,8.58,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174118a1abff912088feb85f072f9de824f7e4.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/cq/b76a7b9634bd3282x.htm#fr_page=list&fr_pos=city&fr_no=31
<span>1.4T</span>,<span>3.34万公里</span>,大众 宝来 2019款 280TSI DSG精英型,10.88,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn20041617411939d74010d0de5b83c0a94d8230455a66.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/hz/c6395637aa1a9613x.htm#fr_page=list&fr_pos=city&fr_no=28
<span>1.8L</span>,<span>8.41万公里</span>,日产 骊威 2010款 劲逸版 1.8L 自动标准型,4.88,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741097906a9ea37f989abb0ac39195eac106a.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zhongshan/76857472117852fex.htm#fr_page=list&fr_pos=city&fr_no=27
<span>1.5T</span>,<span>7.1万公里</span>,荣威RX5 2018款 20T 两驱手动旗舰版,7.20,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174118a1abff912088feb85f072f9de824f7e4.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/zz/f4496c53be7ae4a1x.htm#fr_page=list&fr_pos=city&fr_no=26
<span>4.8L</span>,<span>5.95万公里</span>,保时捷Cayenne 2012款 Cayenne GTS 4.8L,62.90,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174112dac9a97051b92d5fd7727379adc7d325.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/langfang/400d4d566834ec40x.htm#fr_page=list&fr_pos=city&fr_no=29
<span>2.0T</span>,<span>4.15万公里</span>,别克GL8 2017款 ES 28T 豪华型 国V,30.99,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174118a1abff912088feb85f072f9de824f7e4.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zz/42364de0cb67c837x.htm#fr_page=list&fr_pos=city&fr_no=25
<span>1.6L</span>,<span>7.99万公里</span>,丰田 雷凌 2015款 1.6E CVT新锐版,7.60,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174113e60abe87c078a72dd53d67542d3380c9.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/huizhou/ff4016c6904df911x.htm#fr_page=list&fr_pos=city&fr_no=21
<span>2.4L</span>,<span>11.03万公里</span>,本田 艾力绅 2015款 2.4L VTi-S尊贵版,18.80,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174114db04396100ba943fcb85565ff1b224a5.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/sz/32bcf2c01a925883x.htm#fr_page=list&fr_pos=city&fr_no=24
<span>2.4L</span>,<span>3.94万公里</span>,比亚迪S6 2014款 2.4L 自动尊贵型 5座,4.28,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741121cf471b64e6fc2b85cd73d983259a8ee.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zjtaizhou/a7944372c0ffc0bdx.htm#fr_page=list&fr_pos=city&fr_no=23
<span>1.6L</span>,<span>9.67万公里</span>,标致308 2013款 1.6L 自动风尚型,4.78,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741116499f6f8e801814dabafe2aa1ffb9bb3.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/nn/fdfe351f55bd5e78x.htm#fr_page=list&fr_pos=city&fr_no=20
<span>1.5T</span>,<span>7.92万公里</span>,哈弗H6 2018款 红标 运动版 1.5T 自动两驱精英型,8.18,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174118a1abff912088feb85f072f9de824f7e4.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/fz/1494407d80bc991fx.htm#fr_page=list&fr_pos=city&fr_no=22
<span>1.5T</span>,<span>2.91万公里</span>,本田 雅阁 2018款 230TURBO 舒适版 国V,16.38,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119bf590f9b9b7e40713bca2ec1fbedf66f.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/wh/182cd6985cf27773x.htm#fr_page=list&fr_pos=city&fr_no=19
<span>2.0T</span>,<span>6.24万公里</span>,大众 途昂 2017款 380TSI 四驱豪华版,28.30,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119babcd1425446285724e35a4c637c270c.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/sz/a9cd45d0635e2a42x.htm#fr_page=list&fr_pos=city&fr_no=17
<span>1.5L</span>,<span>7.83万公里</span>,本田 飞度 2014款 1.5L LX CVT舒适型,6.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn20041617411333eaa6cd35ec618eb63d208d43108adb.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/cc/1c59931f33e8f27ax.htm#fr_page=list&fr_pos=city&fr_no=16
<span>1.4T</span>,<span>0.89万公里</span>,大众 T-ROC探歌 2019款 280TSI DSG四驱豪华型 国V,15.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174121523cb656c29c3a88033d1ac858675d40.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/jilin/07d16cc7fa68904ex.htm#fr_page=list&fr_pos=city&fr_no=18
<span>2.0T</span>,<span>4.53万公里</span>,WEY VV6 2018款 2.0T 两驱超豪型 国V,12.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119bf590f9b9b7e40713bca2ec1fbedf66f.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/foshan/848d24d788e9fda2x.htm#fr_page=list&fr_pos=city&fr_no=14
<span>2.0T</span>,<span>11.6万公里</span>,宝马5系 2017款 525Li 领先型,25.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174115f1282322ba0052e2084dcef6bc3ebcdd.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zz/5640f6b7df28e543x.htm#fr_page=list&fr_pos=city&fr_no=13
<span>1.4L</span>,<span>7.45万公里</span>,斯柯达 晶锐 2012款 1.4L 自动晶致版,3.95,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174109c3b0940128a2dbb03e5bda32dd5dac4a.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/nj/2ee6433283388c37x.htm#fr_page=list&fr_pos=city&fr_no=15
<span>2.5L</span>,<span>10.91万公里</span>,别克GL8 2017款 25S 舒适型 国V,18.50,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741175a0766868ff33e69fb29048186f19211.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/jn/2503345d8dc28eb4x.htm#fr_page=list&fr_pos=city&fr_no=11
<span>2.0T</span>,<span>11.99万公里</span>,沃尔沃XC60 2016款 T5  智远版,18.50,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741149f4f0e24a3ea0492f1bd17f63df2867b.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/bj/561b0d62dbe38966x.htm#fr_page=list&fr_pos=city&fr_no=12
<span>1.6L</span>,<span>2.42万公里</span>,大众 桑塔纳 2016款 1.6L 自动风尚版,6.78,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741186081dbc36e484b2f0c77a4fe1e9bf1b4.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/luoyang/ed83e6b808d74a2ex.htm#fr_page=list&fr_pos=city&fr_no=10
<span>2.0T</span>,<span>1.62万公里</span>,奥迪Q5L 2018款 40 TFSI 荣享时尚型 国V,34.88,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174121dd3c69f582553736f8aa88035d33cfa2.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/cs/cc5bd5c554516dbax.htm#fr_page=list&fr_pos=city&fr_no=9
<span>2.5L</span>,<span>15.34万公里</span>,英菲尼迪QX50 2013款 2.5L 两驱尊雅版(进口),15.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174111263b634be0de744f6b79b5f2c39922d8.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/su/eeefcd7d7fbbc489x.htm#fr_page=list&fr_pos=city&fr_no=7
<span>1.8L</span>,<span>1.24万公里</span>,吉利 帝豪GS 2018款 优雅版 1.8L 手动领尚型,5.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119cdaa3fa8479f27f281c67f09dde38ec0.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/hf/9e7f095009f195bax.htm#fr_page=list&fr_pos=city&fr_no=8
<span>2.0L</span>,<span>9.33万公里</span>,现代ix35 2015款 2.0L 自动两驱智能型 国V,8.65,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn20041617411539fc2eee31472b2fac272e92d9dfab1b.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/nmg/719885551cac62b2x.htm#fr_page=list&fr_pos=city&fr_no=6
<span>1.8L</span>,<span>14.51万公里</span>,三菱 翼神 2010款 时尚版 1.8L CVT舒适型,3.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174105a79250a9c996735bdf3a275ae3596308.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zjtaizhou/34a34ba2bc8feae5x.htm#fr_page=list&fr_pos=city&fr_no=4
<span>1.6L</span>,<span>8.14万公里</span>,大众 高尔夫 2015款 1.6L 自动舒适型,8.30,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174113cdfdbec0c750c15fe0954d3f0b0d431a.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/wx/6a44afd64f5ba4a6x.htm#fr_page=list&fr_pos=city&fr_no=2
<span>2.0T</span>,<span>6.92万公里</span>,大众CC 2016款 2.0TSI 至尊型,17.62,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741163a5072195cd8af0c0d7a25b4d5c7c9d7.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/hrb/017c75518802c128x.htm#fr_page=list&fr_pos=city&fr_no=5
<span>3.5L</span>,<span>2.67万公里</span>,丰田 埃尔法 2018款 改款 3.5L 豪华版(进口),99.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119bf590f9b9b7e40713bca2ec1fbedf66f.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zz/26efd43e1ff02bccx.htm#fr_page=list&fr_pos=city&fr_no=1
<span>2.0T</span>,<span>0.8万公里</span>,别克 君越 2019款 28T 尊贵型,19.78,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174121523cb656c29c3a88033d1ac858675d40.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zz/88e214038c6afbf2x.htm#fr_page=list&fr_pos=city&fr_no=3
<span>1.6L</span>,<span>13.88万公里</span>,长安CS35 2014款 1.6L 自动豪华型 国IV,3.60,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174112d9dccecf9541d38262705b770d1dde6d.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/cq/24a39f8c3af60e81x.htm#fr_page=list&fr_pos=city&fr_no=0
<span>1.6L</span>,<span>9.42万公里</span>,起亚K3 2016款 1.6L 自动天窗版,7.10,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn20041617411670bcbaa2ba491ed0ab21f3375aabd135.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/fz/9225f8922846d0c9x.htm#fr_page=list&fr_pos=city&fr_no=26
<span>1.5L</span>,<span>2.96万公里</span>,本田 竞瑞 2017款 1.5L CVT舒适版,8.70,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119bf590f9b9b7e40713bca2ec1fbedf66f.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/quanzhou/d37952b0a3a4ae17x.htm#fr_page=list&fr_pos=city&fr_no=25
<span>1.6L</span>,<span>3.37万公里</span>,雪铁龙 C4世嘉 2016款 1.6L 手动舒适型,4.70,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174115f1282322ba0052e2084dcef6bc3ebcdd.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/dl/e5582b04d54b429fx.htm#fr_page=list&fr_pos=city&fr_no=24
<span>1.6L</span>,<span>2.51万公里</span>,大众 朗逸 2013款 改款经典 1.6L 自动风尚版,7.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174117741be3826f346282d55be18e4bfb0ec2.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zhongshan/af5d1cf00944ba9bx.htm#fr_page=list&fr_pos=city&fr_no=23
<span>2.7L</span>,<span>17.07万公里</span>,丰田 汉兰达 2012款 2.7L 两驱7座至尊版,16.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174109e0e0997e0d1d3e1aef01456fd3a5835c.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/hrb/84c9620019af29b1x.htm#fr_page=list&fr_pos=city&fr_no=22
<span>1.5T</span>,<span>1.57万公里</span>,上汽大通G50 2019款 1.5T 自动豪华版 国V,10.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174119cdaa3fa8479f27f281c67f09dde38ec0.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/bj/2e132cf0e1981a49x.htm#fr_page=list&fr_pos=city&fr_no=27
<span>1.6L</span>,<span>1.32万公里</span>,大众 宝来 2016款 1.6L 手动舒适型,6.72,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174116cb5714fec07899ef13d38987f6b5270f.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/xinxiang/7258cac46c59ca89x.htm#fr_page=list&fr_pos=city&fr_no=19
<span>1.5L</span>,<span>4.22万公里</span>,马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,7.99,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741175a0766868ff33e69fb29048186f19211.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zz/ace25fe03f91d83bx.htm#fr_page=list&fr_pos=city&fr_no=21
<span>2.7L</span>,<span>11.04万公里</span>,丰田 汉兰达 2009款 2.7L 两驱7座豪华版,13.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741068935468b9d4140af292744c893a35179.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/tangshan/cf93a991aec4eed6x.htm#fr_page=list&fr_pos=city&fr_no=20
<span>1.5L</span>,<span>5.87万公里</span>,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,4.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741147a7e4ff7e8c46a2482837686277aa7ef.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/ty/df653ac29cc28696x.htm#fr_page=list&fr_pos=city&fr_no=17
<span>1.4L</span>,<span>4.96万公里</span>,起亚K2 2017款 三厢 1.4L AT GLS,5.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741163a5072195cd8af0c0d7a25b4d5c7c9d7.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zhongshan/a44b60037848d9e2x.htm#fr_page=list&fr_pos=city&fr_no=16
<span>1.5L</span>,<span>4.57万公里</span>,本田 锋范 2018款 1.5L CVT型动版,7.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741184e048054c1edd8b4ce2425387e063167.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/huizhou/aa0181e24246b4d0x.htm#fr_page=list&fr_pos=city&fr_no=18
<span>2.0L</span>,<span>5.91万公里</span>,日产 天籁 2013款 2.0L XL舒适版,12.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741153add376c9a3842db6c423b71a4ef7a9a.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/huizhou/8ddad67da144f9d7x.htm#fr_page=list&fr_pos=city&fr_no=15
,,雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,8.00,,,https://www.guazi.com/suqian/3461bccfda796186x.htm#fr_page=list&fr_pos=city&fr_no=10
<span>1.5L</span>,<span>4.62万公里</span>,大众 桑塔纳 2018款 1.5L 自动风尚版,6.60,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741199c27e8b746ddd6892b27f81c16f35ed6.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/zz/e7dc8bb8c443e063x.htm#fr_page=list&fr_pos=city&fr_no=13
<span>2.0L</span>,<span>7.82万公里</span>,起亚 智跑 2015款 2.0L 自动两驱版DLX,8.40,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174112d49d8d1cfe03676aad188b2be1136a43.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/jn/d2e277a0321bd099x.htm#fr_page=list&fr_pos=city&fr_no=12
<span>1.5L</span>,<span>2.63万公里</span>,雪佛兰 科沃兹 2016款 1.5L 手动欣悦版,5.30,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741168b8a2cd4c3ef1f72b5644771744916fb.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/suqian/3bab21b50c304445x.htm#fr_page=list&fr_pos=city&fr_no=14
<span>1.6L</span>,<span>2.69万公里</span>,福特 福克斯 2018款 两厢经典 1.6L 自动舒适型智行版,8.30,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174120ab275d5bf6ab47f3d7670b81c1f501cc.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/hrb/9aae3dce4fbd1579x.htm#fr_page=list&fr_pos=city&fr_no=11
<span>2.0L</span>,<span>17.34万公里</span>,Jeep 指南者 2014款 2.0L 两驱豪华版(进口),9.38,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174111263b634be0de744f6b79b5f2c39922d8.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/wx/e9855cd0e2613537x.htm#fr_page=list&fr_pos=city&fr_no=7
<span>1.8L</span>,<span>4.07万公里</span>,现代 名图 2014款 1.8L 手动舒适型GL,5.96,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741131262a303c8f2b03a2d7b43970e608c2f.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>手动</span>,https://www.guazi.com/wei/464ed2ada1cd5ec6x.htm#fr_page=list&fr_pos=city&fr_no=6
<span>1.5L</span>,<span>1.54万公里</span>,吉利 远景 2018款 1.5L 自动尊贵型,5.00,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741184e048054c1edd8b4ce2425387e063167.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/huizhou/31adfbd3f4a11009x.htm#fr_page=list&fr_pos=city&fr_no=8
,,海马M6 2017款 1.5T CVT豪华型,3.98,,,https://www.guazi.com/gz/0ae30fb7322f02e6x.htm#fr_page=list&fr_pos=city&fr_no=2
<span>2.0L</span>,<span>7.38万公里</span>,马自达6 2013款 2.0L 自动时尚型,6.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741121cf471b64e6fc2b85cd73d983259a8ee.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/wx/5884df6a011595dax.htm#fr_page=list&fr_pos=city&fr_no=5
<span>1.5L</span>,<span>1.47万公里</span>,福特 翼搏 2018款 1.5L 自动精翼型,6.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741188015069aaa867bf40f8d1488a5090d5e.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/cs/d4790ddf64527080x.htm#fr_page=list&fr_pos=city&fr_no=4
<span>1.5L</span>,<span>6.44万公里</span>,本田 飞度 2014款 1.5L EX CVT精英型,6.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn200416174114db04396100ba943fcb85565ff1b224a5.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/sjz/9b8f6c062d253b6dx.htm#fr_page=list&fr_pos=city&fr_no=1
<span>1.5L</span>,<span>4.21万公里</span>,雪佛兰 科沃兹 2016款 1.5L 自动欣享版,5.68,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741188015069aaa867bf40f8d1488a5090d5e.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/dg/faac919d54a54edfx.htm#fr_page=list&fr_pos=city&fr_no=3
<span>2.4L</span>,<span>10.81万公里</span>,本田CR-V 2010款 2.4L 自动四驱尊贵版,8.98,"<span style=""line-height: 0.5;"">
                <img src=""https://image1.guazistatic.com/qn2004161741087f035187b682b863a7639ad3b3decda1.jpg"" style=""height: 24px;line-height: 24px;"">
            </span>",<span>自动</span>,https://www.guazi.com/ty/c810146d28184dfdx.htm#fr_page=list&fr_pos=city&fr_no=9
